Admin2,9/19/20
Richmond,1085
Rockland,675
Saratoga,17
Schenectady,48
Schoharie,0
Schuyler,0
Seneca,3
St. Lawrence,4
Steuben,42
Suffolk,2011
Sullivan,48
Tioga,25
Tompkins,0
Ulster,95
Unassigned,16
Warren,33
Washington,14
Wayne,5
Westchester,1454
Wyoming,5
Yates,7
Alamance,48
Alexander,5
Alleghany,0
Anson,4
Ashe,1
Avery,0
Beaufort,17
Bertie,7
Bladen,12
Brunswick,26
Buncombe,79
Burke,33
Cabarrus,61
Caldwell,18
Camden,3
Carteret,5
Caswell,3
Catawba,51
Chatham,57
Cherokee,10
Chowan,3
Clay,2
Cleveland,60
Columbus,54
Craven,30
Cumberland,75
Currituck,2
Dare,2
Davidson,34
Davie,6
Duplin,53
Durham,90
Edgecombe,37
Forsyth,94
Franklin,32
Gaston,75
Gates,3
Graham,1
Granville,48
Greene,5
Guilford,176
Halifax,18
Harnett,51
Haywood,31
Henderson,64
Hertford,26
Hoke,16
Hyde,4
Iredell,27
Jackson,7
Johnston,55
Jones,11
Lee,13
Lenoir,27
Lincoln,14
Macon,2
Madison,1
Martin,10
McDowell,26
Mecklenburg,339
Mitchell,3
Montgomery,25
Moore,27
Nash,36
New Hanover,29
Northampton,17
Onslow,21
Orange,54
Out of NC,0
Pamlico,2
Pasquotank,29
Pender,5
Perquimans,3
Person,6
Pitt,27
Polk,8
Randolph,50
Richmond,13
Robeson,72
Rockingham,13
Rowan,87
Rutherford,22
Sampson,24
Scotland,12
Stanly,56
Stokes,3
Surry,21
Swain,3
Transylvania,7
Tyrrell,2
Unassigned,0
Union,58
Vance,43
Wake,228
Warren,7
Washington,8
Watauga,1
Wayne,64
Wilkes,32
Wilson,46
Yadkin,7
Yancey,0
Adams,0
Barnes,0
Benson,5
Billings,0
Bottineau,0
Bowman,0
Burke,1
Burleigh,36
Cass,77
Cavalier,0
Dickey,0
Divide,0
Dunn,1
Eddy,3
Emmons,1
Foster,0
Golden Valley,0
Grand Forks,12
Grant,0
Griggs,1
Hettinger,0
Kidder,0
LaMoure,0
Logan,0
McHenry,1
McIntosh,3
McKenzie,2
McLean,2
Mercer,0
Morton,17
Mountrail,2
Nelson,0
Oliver,0
Out of ND,0
Pembina,0
Pierce,0
Ramsey,2
Ransom,0
Renville,0
Richland,1
Rolette,3
Sargent,0
Sheridan,0
Sioux,3
Slope,0
Stark,6
Steele,0
Stutsman,3
Towner,0
Traill,0
Unassigned,0
Walsh,1
Ward,4
Wells,0
Williams,5
,2
Adams,4
Allen,67
Ashland,4
Ashtabula,48
Athens,2
Auglaize,9
Belmont,27
Brown,2
Butler,99
Carroll,7
Champaign,3
Clark,38
Clermont,20
Clinton,13
Columbiana,80
Coshocton,11
Crawford,6
Cuyahoga,642
Darke,39
Defiance,10
Delaware,20
Erie,44
Fairfield,50
Fayette,6
Franklin,603
Fulton,1
Gallia,12
Geauga,47
Greene,27
Guernsey,7
Hamilton,307
Hancock,9
Hardin,13
Harrison,1
Henry,12
Highland,3
Hocking,9
Holmes,7
Huron,7
Jackson,4
Jefferson,4
Knox,15
Lake,49
Lawrence,18
Licking,62
Logan,3
Lorain,86
Lucas,357
Madison,12
Mahoning,279
Marion,47
Medina,38
Meigs,9
Mercer,17
Miami,49
Monroe,18
Montgomery,152
Morgan,0
Morrow,2
Muskingum,2
Noble,0
Ottawa,30
Out of OH,0
Paulding,0
Perry,9
Pickaway,44
Pike,0
Portage,66
Preble,13
Putnam,23
Richland,19
Ross,22
Sandusky,20
Scioto,6
Seneca,14
Shelby,9
Stark,168
Summit,248
Trumbull,131
Tuscarawas,20
Unassigned,0
Union,2
Van Wert,3
Vinton,3
Warren,48
Washington,23
Wayne,66
Williams,3
Wood,71
Wyandot,12
Adair,10
Alfalfa,0
Atoka,1
Beaver,0
Beckham,1
Blaine,1
Bryan,4
Caddo,20
Canadian,16
Carter,8
Cherokee,7
Choctaw,2
Cimarron,0
Cleveland,68
Coal,0
Comanche,12
Cotton,3
Craig,1
Creek,30
Custer,0
Delaware,23
Dewey,1
Ellis,0
Garfield,18
Garvin,5
Grady,10
Grant,0
Greer,8
Harmon,0
Harper,1
Haskell,4
Hughes,4
Jackson,10
Jefferson,0
Johnston,4
Kay,13
Kingfisher,2
Kiowa,2
Latimer,2
Le Flore,17
Lincoln,10
Logan,1
Love,1
Major,1
Marshall,1
Mayes,10
McClain,6
McCurtain,33
McIntosh,4
Murray,1
Muskogee,21
Noble,2
Nowata,3
Okfuskee,4
Oklahoma,180
Okmulgee,5
Osage,13
Ottawa,4
Out of OK,0
Pawnee,3
Payne,6
Pittsburg,19
Pontotoc,3
Pottawatomie,9
Pushmataha,1
Roger Mills,1
Rogers,47
Seminole,5
Sequoyah,10
Stephens,5
Texas,8
Tillman,2
Tulsa,152
Unassigned,0
Wagoner,24
Washington,40
Washita,0
Woods,0
Woodward,0
Baker,2
Benton,6
Clackamas,61
Clatsop,0
Columbia,1
Coos,0
Crook,1
Curry,0
Deschutes,12
Douglas,3
Gilliam,0
Grant,0
Harney,0
Hood River,0
Jackson,3
Jefferson,8
Josephine,2
Klamath,2
Lake,0
Lane,14
Lincoln,13
Linn,13
Malheur,23
Marion,89
Morrow,5
Multnomah,129
Out of OR,0
Polk,15
Sherman,0
Tillamook,0
Umatilla,41
Unassigned,0
Union,2
Wallowa,1
Wasco,3
Washington,58
Wheeler,0
Yamhill,14
Adams,25
Allegheny,345
Armstrong,17
Beaver,116
Bedford,6
Berks,387
Blair,15
Bradford,3
Bucks,598
Butler,22
Cambria,7
Cameron,0
Carbon,28
Centre,11
Chester,364
Clarion,3
Clearfield,2
Clinton,5
Columbia,35
Crawford,3
Cumberland,75
Dauphin,173
Delaware,748
Elk,2
Erie,37
Fayette,7
Forest,0
Franklin,49
Fulton,2
Greene,1
Huntingdon,6
Indiana,12
Jefferson,2
Juniata,7
Lackawanna,215
Lancaster,453
Lawrence,22
Lebanon,59
Lehigh,346
Luzerne,189
Lycoming,23
McKean,2
Mercer,14
Mifflin,2
Monroe,129
Montgomery,870
Montour,5
Northampton,304
Northumberland,48
Out of PA,0
Perry,6
Philadelphia,1784
Pike,21
Potter,0
Schuylkill,52
Snyder,3
Somerset,3
Sullivan,0
Susquehanna,28
Tioga,3
Unassigned,0
Union,6
Venango,1
Warren,1
Washington,29
Wayne,10
Westmoreland,50
Wyoming,8
York,141
Adjuntas,0
Aguada,0
Aguadilla,0
Aguas Buenas,0
Aibonito,0
Anasco,0
Arecibo,0
Arroyo,0
Barceloneta,0
Barranquitas,0
Bayamon,0
Cabo Rojo,0
Caguas,0
Camuy,0
Canovanas,0
Carolina,0
Catano,0
Cayey,0
Ceiba,0
Ciales,0
Cidra,0
Coamo,0
Comerio,0
Corozal,0
Culebra,0
Dorado,0
Fajardo,0
Florida,0
Guanica,0
Guayama,0
Guayanilla,0
Guaynabo,0
Gurabo,0
Hatillo,0
Hormigueros,0
Humacao,0
Isabela,0
Jayuya,0
Juana Diaz,0
Juncos,0
Lajas,0
Lares,0
Las Marias,0
Las Piedras,0
Loiza,0
Luquillo,0
Manati,0
Maricao,0
Maunabo,0
Mayaguez,0
Moca,0
Morovis,0
Naguabo,0
Naranjito,0
Orocovis,0
Out of PR,0
Patillas,0
Penuelas,0
Ponce,0
Quebradillas,0
Rincon,0
Rio Grande,0
Sabana Grande,0
Salinas,0
San German,0
San Juan,0
San Lorenzo,0
San Sebastian,0
Santa Isabel,0
Toa Alta,0
Toa Baja,0
Trujillo Alto,0
Unassigned,605
Utuado,0
Vega Alta,0
Vega Baja,0
Vieques,0
Villalba,0
Yabucoa,0
Yauco,0
Bristol,0
Kent,0
Newport,0
Out of RI,0
Providence,0
Unassigned,1088
Washington,0
Abbeville,12
Aiken,77
Allendale,6
Anderson,162
Bamberg,33
Barnwell,17
Beaufort,81
Berkeley,87
Calhoun,17
Charleston,256
Cherokee,35
Chester,21
Chesterfield,34
Clarendon,66
Colleton,42
Darlington,51
Dillon,31
Dorchester,88
Edgefield,17
Fairfield,34
Florence,181
Georgetown,44
Greenville,288
Greenwood,71
Hampton,25
Horry,195
Jasper,19
Kershaw,36
Lancaster,45
Laurens,54
Lee,34
Lexington,154
Marion,22
Marlboro,11
McCormick,6
Newberry,20
Oconee,27
Orangeburg,121
Out of SC,0
Pickens,41
Richland,224
Saluda,20
Spartanburg,189
Sumter,77
Unassigned,0
Union,11
Williamsburg,41
York,65
Aurora,0
Beadle,9
Bennett,1
Bon Homme,1
Brookings,2
Brown,3
Brule,0
Buffalo,3
Butte,1
Campbell,0
Charles Mix,0
Clark,0
Clay,5
Codington,3
Corson,1
Custer,2
Davison,2
Day,0
Deuel,0
Dewey,0
Douglas,0
Edmunds,0
Fall River,3
Faulk,1
Grant,1
Gregory,1
Haakon,0
Hamlin,0
Hand,0
Hanson,0
Harding,0
Hughes,4
Hutchinson,2
Hyde,0
Jackson,1
Jerauld,1
Jones,0
Kingsbury,0
Lake,7
Lawrence,4
Lincoln,2
Lyman,3
Marshall,0
McCook,1
McPherson,0
Meade,4
Mellette,0
Miner,0
Minnehaha,76
Moody,0
Oglala Lakota,3
Out of SD,0
Pennington,35
Perkins,0
Potter,0
Roberts,1
Sanborn,0
Spink,0
Stanley,0
Sully,0
Todd,5
Tripp,0
Turner,2
Unassigned,0
Union,6
Walworth,0
Yankton,4
Ziebach,0
Anderson,11
Bedford,16
Benton,9
Bledsoe,4
Blount,23
Bradley,16
Campbell,3
Cannon,0
Carroll,17
Carter,27
Cheatham,10
Chester,9
Claiborne,4
Clay,5
Cocke,9
Coffee,12
Crockett,19
Cumberland,17
Davidson,289
DeKalb,11
Decatur,6
Dickson,12
Dyer,12
Fayette,18
Fentress,3
Franklin,7
Gibson,19
Giles,17
Grainger,2
Greene,36
Grundy,5
Hamblen,25
Hamilton,88
Hancock,3
Hardeman,25
Hardin,14
Hawkins,16
Haywood,16
Henderson,19
Henry,9
Hickman,4
Houston,0
Humphreys,3
Jackson,4
Jefferson,14
Johnson,2
Knox,72
Lake,2
Lauderdale,15
Lawrence,11
Lewis,1
Lincoln,1
Loudon,6
Macon,19
Madison,56
Marion,7
Marshall,5
Maury,23
McMinn,24
McNairy,16
Meigs,3
Monroe,16
Montgomery,43
Moore,1
Morgan,3
Obion,9
Out of TN,23
Overton,4
Perry,0
Pickett,2
Polk,11
Putnam,37
Rhea,11
Roane,4
Robertson,33
Rutherford,87
Scott,2
Sequatchie,3
Sevier,13
Shelby,446
Smith,10
Stewart,2
Sullivan,31
Sumner,93
Tipton,17
Trousdale,7
Unassigned,6
Unicoi,1
Union,1
Van Buren,0
Warren,7
Washington,32
Wayne,5
Weakley,19
White,9
Williamson,36
Wilson,41
Anderson,31
Andrews,8
Angelina,79
Aransas,18
Archer,1
Armstrong,1
Atascosa,30
Austin,9
Bailey,5
Bandera,7
Bastrop,28
Baylor,0
Bee,30
Bell,79
Bexar,1244
Blanco,5
Borden,0
Bosque,6
Bowie,50
Brazoria,158
Brazos,62
Brewster,2
Briscoe,1
Brooks,22
Brown,20
Burleson,6
Burnet,12
Caldwell,35
Calhoun,7
Callahan,3
Cameron,869
Camp,10
Carson,0
Cass,14
Castro,5
Chambers,8
Cherokee,28
Childress,0
Clay,1
Cochran,1
Coke,3
Coleman,3
Collin,137
Collingsworth,0
Colorado,4
Comal,102
Comanche,3
Concho,2
Cooke,5
Coryell,12
Cottle,2
Crane,2
Crockett,6
Crosby,3
Culberson,2
Dallam,8
Dallas,1083
Dawson,9
DeWitt,33
Deaf Smith,20
Delta,0
Denton,148
Dickens,2
Dimmit,7
Donley,1
Duval,14
Eastland,3
Ector,92
Edwards,1
El Paso,497
Ellis,66
Erath,12
Falls,5
Fannin,14
Fayette,18
Fisher,1
Floyd,9
Foard,0
Fort Bend,277
Franklin,6
Freestone,2
Frio,8
Gaines,8
Galveston,153
Garza,4
Gillespie,10
Glasscock,0
Goliad,6
Gonzales,16
Gray,5
Grayson,36
Gregg,59
Grimes,31
Guadalupe,76
Hale,53
Hall,1
Hamilton,4
Hansford,4
Hardeman,0
Hardin,28
Harris,2498
Harrison,31
Hartley,0
Haskell,2
Hays,60
Hemphill,0
Henderson,23
Hidalgo,1510
Hill,13
Hockley,8
Hood,26
Hopkins,8
Houston,10
Howard,12
Hudspeth,3
Hunt,35
Hutchinson,3
Irion,0
Jack,2
Jackson,15
Jasper,25
Jeff Davis,0
Jefferson,128
Jim Hogg,3
Jim Wells,32
Johnson,49
Jones,0
Karnes,16
Kaufman,47
Kendall,7
Kenedy,1
Kent,0
Kerr,10
Kimble,1
King,0
Kinney,1
Kleberg,41
Knox,8
La Salle,11
Lamar,31
Lamb,21
Lampasas,8
Lavaca,34
Lee,14
Leon,6
Liberty,48
Limestone,10
Lipscomb,0
Live Oak,8
Llano,2
Loving,0
Lubbock,115
Lynn,5
Madison,6
Marion,13
Martin,6
Mason,2
Matagorda,42
Maverick,110
McCulloch,3
McLennan,96
McMullen,0
Medina,43
Menard,0
Midland,81
Milam,5
Mills,0
Mitchell,1
Montague,3
Montgomery,157
Moore,20
Morris,3
Motley,0
Nacogdoches,60
Navarro,25
Newton,9
Nolan,5
Nueces,403
Ochiltree,4
Oldham,1
Orange,41
Out of TX,0
Palo Pinto,15
Panola,25
Parker,31
Parmer,7
Pecos,5
Polk,22
Potter,61
Presidio,5
Rains,3
Randall,37
Reagan,6
Real,7
Red River,14
Reeves,6
Refugio,13
Roberts,0
Robertson,4
Rockwall,25
Runnels,5
Rusk,7
Sabine,8
San Augustine,15
San Jacinto,9
San Patricio,72
San Saba,0
Schleicher,2
Scurry,2
Shackelford,0
Shelby,22
Sherman,0
Smith,96
Somervell,5
Starr,159
Stephens,4
Sterling,0
Stonewall,1
Sutton,3
Swisher,3
Tarrant,690
Taylor,48
Terrell,0
Terry,4
Throckmorton,2
Titus,28
Tom Green,62
Travis,414
Trinity,7
Tyler,4
Unassigned,0
Upshur,9
Upton,2
Uvalde,30
Val Verde,98
Van Zandt,18
Victoria,94
Walker,55
Waller,11
Ward,1
Washington,48
Webb,281
Wharton,50
Wheeler,0
Wichita,19
Wilbarger,2
Willacy,48
Williamson,142
Wilson,26
Winkler,1
Wise,13
Wood,21
Yoakum,5
Young,6
Zapata,6
Zavala,16
Bear River,11
Beaver,0
Box Elder,0
Cache,0
Carbon,0
Central Utah,3
Daggett,0
Davis,28
Duchesne,0
Emery,0
Garfield,0
Grand,0
Iron,0
Juab,0
Kane,0
Millard,0
Morgan,0
Out of UT,0
Piute,0
Rich,0
Salt Lake,245
San Juan,29
Sanpete,0
Sevier,0
Southeast Utah,1
Southwest Utah,30
Summit,1
Tooele,0
TriCounty,2
Uintah,0
Unassigned,0
Utah,54
Wasatch,7
Washington,0
Wayne,0
Weber,0
Weber-Morgan,29
Addison,2
Bennington,1
Caledonia,0
Chittenden,39
Essex,0
Franklin,7
Grand Isle,0
Lamoille,1
Orange,0
Orleans,0
Out of VT,0
Rutland,1
Unassigned,0
Washington,2
Windham,3
Windsor,2
,19
Accomack,19
Albemarle,21
Alexandria,68
Alleghany,4
Amelia,5
Amherst,4
Appomattox,2
Arlington,146
Augusta,7
Bath,1
Bedford,12
Bland,4
Botetourt,10
Bristol,3
Brunswick,4
Buchanan,2
Buckingham,9
Buena Vista,1
Campbell,4
Caroline,5
Carroll,22
Charles City,5
Charlotte,0
Charlottesville,27
Chesapeake,67
Chesterfield,90
Clarke,0
Colonial Heights,24
Covington,0
Craig,0
Culpeper,16
Cumberland,1
Danville,22
Dickenson,1
Dinwiddie,10
Emporia,25
Essex,2
Fairfax,579
Fairfax City,7
Falls Church,6
Fauquier,21
Floyd,5
Fluvanna,9
Franklin,1
Franklin City,9
Frederick,11
Fredericksburg,5
Galax,30
Giles,0
Gloucester,2
Goochland,7
Grayson,10
Greene,3
Greensville,11
Halifax,5
Hampton,21
Hanover,36
Harrisonburg,34
Henrico,208
Henry,20
Highland,0
Hopewell,7
Isle of Wight,17
James City,19
King George,4
King William,2
King and Queen,1
Lancaster,0
Lee,6
Lexington,1
Loudoun,123
Louisa,5
Lunenburg,3
Lynchburg,11
Madison,3
Manassas,25
Manassas Park,7
Martinsville,15
Mathews,0
Mecklenburg,33
Middlesex,9
Montgomery,4
Nelson,1
New Kent,2
Newport News,33
Norfolk,68
Northampton,31
Northumberland,5
Norton,0
Nottoway,16
Orange,4
Out of VA,0
Page,29
Patrick,24
Petersburg,26
Pittsylvania,9
Poquoson,2
Portsmouth,51
Powhatan,5
Prince Edward,12
Prince George,4
Prince William,199
Pulaski,4
Radford,1
Rappahannock,2
Richmond,6
Richmond City,55
Roanoke,7
Roanoke City,17
Rockbridge,2
Rockingham,21
Russell,4
Salem,4
Scott,4
Shenandoah,57
Smyth,7
Southampton,21
Spotsylvania,43
Stafford,14
Staunton,0
Suffolk,71
Surry,3
Sussex,10
Tazewell,2
Unassigned,0
Virginia Beach,79
Warren,6
Washington,16
Waynesboro,3
Westmoreland,3
Williamsburg,7
Winchester,4
Wise,7
Wythe,3
York,6
Adams,9
Asotin,2
Benton,127
Chelan,14
Clallam,1
Clark,62
Columbia,1
Cowlitz,6
Douglas,9
Ferry,0
Franklin,63
Garfield,0
Grant,19
Grays Harbor,6
Island,11
Jefferson,0
King,751
Kitsap,11
Kittitas,22
Klickitat,3
Lewis,4
Lincoln,1
Mason,3
Okanogan,10
Out of WA,0
Pacific,3
Pend Oreille,0
Pierce,191
San Juan,0
Skagit,22
Skamania,1
Snohomish,210
Spokane,150
Stevens,2
Thurston,17
Unassigned,5
Wahkiakum,0
Walla Walla,5
Whatcom,40
Whitman,0
Yakima,256
Barbour,1
Berkeley,13
Boone,1
Braxton,0
Brooke,1
Cabell,10
Calhoun,0
Clay,2
Doddridge,0
Fayette,10
Gilmer,0
Grant,7
Greenbrier,3
Hampshire,1
Hancock,0
Hardy,1
Harrison,7
Jackson,23
Jefferson,4
Kanawha,65
Lewis,2
Lincoln,2
Logan,39
Marion,3
Marshall,1
Mason,5
McDowell,1
Mercer,26
Mineral,4
Mingo,9
Monongalia,5
Monroe,7
Morgan,0
Nicholas,3
Ohio,6
Out of WV,0
Pendleton,1
Pleasants,2
Pocahontas,0
Preston,4
Putnam,4
Raleigh,8
Randolph,2
Ritchie,0
Roane,2
Summers,0
Taylor,6
Tucker,0
Tyler,0
Unassigned,0
Upshur,0
Wayne,11
Webster,0
Wetzel,0
Wirt,0
Wood,6
Wyoming,3
Adams,3
Ashland,2
Barron,4
Bayfield,1
Brown,59
Buffalo,2
Burnett,3
Calumet,2
Chippewa,0
Clark,8
Columbia,2
Crawford,0
Dane,41
Dodge,9
Door,3
Douglas,0
Dunn,0
Eau Claire,6
Florence,0
Fond du Lac,12
Forest,4
Grant,19
Green,2
Green Lake,0
Iowa,0
Iron,1
Jackson,1
Jefferson,7
Juneau,1
Kenosha,65
Kewaunee,2
La Crosse,2
Lafayette,0
Langlade,2
Lincoln,1
Manitowoc,2
Marathon,14
Marinette,7
Marquette,1
Menominee,0
Milwaukee,521
Monroe,2
Oconto,4
Oneida,2
Out of WI,0
Outagamie,27
Ozaukee,19
Pepin,0
Pierce,6
Polk,2
Portage,3
Price,0
Racine,94
Richland,4
Rock,32
Rusk,1
Sauk,3
Sawyer,1
Shawano,1
Sheboygan,14
St. Croix,8
Taylor,3
Trempealeau,2
Unassigned,0
Vernon,0
Vilas,1
Walworth,34
Washburn,1
Washington,32
Waukesha,85
Waupaca,20
Waushara,2
Winnebago,23
Wood,3
Albany,0
Big Horn,1
Campbell,1
Carbon,2
Converse,0
Crook,0
Fremont,14
Goshen,2
Hot Springs,0
Johnson,1
Laramie,4
Lincoln,1
Natrona,4
Niobrara,0
Out of WY,0
Park,2
Platte,1
Sheridan,4
Sublette,1
Sweetwater,2
Teton,1
Uinta,2
Unassigned,0
Washakie,6
Weston,0
